checkout_session_id,payment_method_type,_fivetran_synced
cs_live_b17k0GxzhhnhEFchyNNNRbDAGK9imhqbUEm6z8c3M3W2OL8F9UtGCi7ReG,card,2024-08-14 00:59:13.757000+00:00
cs_live_b17k4FbrtC5WDzINBtSus41UcW9mVeO9Jx00cwIZDqxL9Hom57Ic6fKLl0,card,2024-08-14 00:46:38.889000+00:00
cs_live_b17kne6Or7rkInHe2sTf8fVS774HHwB0HnqQx3ROPhsutU0KZYzyBQVdxT,affirm,2024-08-14 00:49:25.786000+00:00
cs_live_b17l2sp1BYvdgOjNTZKfayV4xEDlcLJdbujK2s6137yDjrZYsUX51ZKDCx,card,2024-08-14 00:51:17.465000+00:00
cs_live_b17l9SczU6hO2BZK306L3jFoXH9zVlznu9hPqPjqbob39K8kF6BHBBiSfQ,card,2024-08-14 01:07:56.289000+00:00
cs_live_b17lVsp6Njzwf2wJG7OptOLjhzjfgQyK7fSNQkXJT57pAmm3DvYAR0kylH,cashapp,2024-08-14 00:44:39.615000+00:00
cs_live_b17m1DqDs194LlExbOScXSRFlzBqaAoZ0ymTavNLg21x2OLGxNhA0uUYol,card,2024-08-14 01:17:49.920000+00:00
cs_live_b17mAdOqwonOMO6VeaP8L0NVYFgWIqrn6YvyrVVhySJhm1h99fOnM8Q4yk,card,2024-08-14 01:12:01.593000+00:00
cs_live_b17mGaMjsjJ8Oj3RRG9bUktBWs3uYgyaZWb947TCg4R7UM8M1sHSwoIQSz,card,2024-08-14 00:55:44.153000+00:00
cs_live_b17mgFSoVrfcqbefzfFOsfzHoQMZH5JmbnmShKw8yvinat0CK75RE4nPG4,card,2024-08-14 01:17:56.484000+00:00
cs_live_b17mh6esCB6jmqeCkeN5WoyAvNqfTRu6X6YqH0wigIYhLdgB34pRlZGW14,card,2024-08-14 00:50:18.428000+00:00
cs_live_b17mkbJMoKuMybyHFmLXpEEYYGrM2zDZm2kYAJuUM3az2D3DSq48XxPydR,card,2024-08-14 01:11:16.663000+00:00
cs_live_b17mtwBdqf6UdmjkCQXVRDXmSMg9xHSmtVAZuxs0adpPG3mPxzQAPeZidu,card,2024-08-14 00:49:16.368000+00:00
cs_live_b17n47gNb96bEgF1CObhf97Ye9mI2CRgMpTft1Mao7rZZrbMFK9kgTSl75,card,2024-08-14 00:57:25.129000+00:00
cs_live_b17n7GukWLkWnoqBrfFFvp8umrxYXsD3MjDnjIpVsmZvcrTRATok21ZvBY,card,2024-08-14 01:17:49.923000+00:00
cs_live_b17nAgwTXsI2ME5LQzPMIguEuhsc6YT8Bc2Tov1ykQ73OTiC2TW6GdTcQm,card,2024-08-14 00:53:04.943000+00:00
cs_live_b17nXiQi5Rqu3fflJN02kSXp7YwYT0uC0KtAdsWVPiTgaGK9reZVfoB4Or,card,2024-08-14 00:46:38.888000+00:00
cs_live_b17nwrO9s7mhgqDakOgi9MaWKG0J8fPfDSa5lmfUPa29ZT8I9k4fNqlKln,card,2024-08-14 00:45:19.019000+00:00
cs_live_b17oDlCJ7aYOk6x9aw1n2pXBD1h90gIbQXLoZQfnsTYJC9vEZnNQKRM4wY,card,2024-08-14 00:54:28.281000+00:00
cs_live_b17oIZhgAfvV78Ul6GLHm2J4WdMcGc4e5pbn9wXhPbfcviZeO0O0GHrtET,card,2024-08-14 00:44:46.037000+00:00
cs_live_b17oJ5SqUCCGx4zxUb2uMESBQ4OOtTyUu6rEXHCmFigA6h77n1IDKqVoiL,card,2024-08-14 00:53:04.945000+00:00
cs_live_b17of0Lnect9vP7F0MJuJ1fJVn8DF7vfuU9ojRz3m0monblr2k4fMRYPzH,card,2024-08-14 00:49:50.602000+00:00
cs_live_b17ohXqV17dFbkR2m7SyevI8amtHrSIoR2oFOtNOLkMwpgvgLBvTDU0VHc,card,2024-08-14 00:55:25.314000+00:00
cs_live_b17pEHhcnV8jAy1nhzPCCg5T0idx8w6sfVE6rCwmfW4f4XD79IiD0rBMsL,card,2024-08-14 01:18:23.134000+00:00
cs_live_b17pIZdrTS3DPkufFhJ52byECV62gHZY4wuvLl6zIFYK73z6AJfHkPmMCr,card,2024-08-14 01:10:00.250000+00:00
cs_live_b17q7Ac3jeVPegxy3hUI7pvHOHygKfELFkClYXGtQyp3Mz2knFUXFdOgzy,card,2024-08-14 01:00:20.130000+00:00
cs_live_b17qAmnCYi5HK7y0jfzfiRNMJ1j6rfIGJr8oL4wg7R7gMqF54EiKebQc1p,card,2024-08-14 00:53:14.405000+00:00
cs_live_b17qLZXL38f8LDEBVXi0SjUCfIwcWKJd5HBjNfo0g3aTwmRcZ54vShHMxv,card,2024-08-14 01:10:25.221000+00:00
cs_live_b17qdZqDRDy4ik4wp7N9eZk2JsI5DagYRDQ1ihle34qtAWW8sLDn6CRgHj,card,2024-08-14 01:06:58.023000+00:00
cs_live_b17r52uy2f9kE3DVJNhJiATrPLPIr9QQE7s1r4CclyZ80bG6AFvzhuKTbK,card,2024-08-14 00:56:46.416000+00:00
cs_live_b17r9CdalqYxpzkYxuVST89f12eaDUlyD6jKuUdSOtxIMl6zP3Z868bANl,card,2024-08-14 01:14:29.768000+00:00
cs_live_b17rDDz4nRpov1kqn0Dba1vZdVqUmlLm5q76EX02oUb542HQaUL5412RcE,card,2024-08-14 01:18:19.064000+00:00
cs_live_b17rQwR4mBPa81YAB0TkCcAnJ4jNLsbLcgVwr7W3o8mNsIybFtAolQD8gq,card,2024-08-14 01:10:03.879000+00:00
cs_live_b17rdZfOuRqXp9mwOj02yToNyCbMrxpdz5U8oDSRBEitcQy7VXFnZSHjXk,card,2024-08-14 01:08:33.519000+00:00
cs_live_b17ruuCFpqKmXUAaE0JZwqaaS4hcpVQYO6jwvHXcLxgZDcfGIRfhRmK2RG,card,2024-08-14 00:56:01.935000+00:00
cs_live_b17s0AfWVMXYejTH3nVkMn2ZBOCYOo8lGW5RmTyt7Lt3BqnTlNjXH1wm68,card,2024-08-14 00:53:08.329000+00:00
cs_live_b17s0z9WcotAp3v02BXtHbmzjM11Brc9rDLAqdsDIAMry7CYIAsaY9nyk7,card,2024-08-14 00:43:13.123000+00:00
cs_live_b17sTITxrDTglppZZrzBL5BUSBH25lgmtTdNsdapPnMG1KIGdVZw0NALqr,card,2024-08-14 00:59:47.141000+00:00
cs_live_b17st6Wmh5oqtw7UXxGjsJWmoDCWI0l6kxxdi02eTMKSYTgsRFs7vLtjy7,card,2024-08-14 01:18:56.187000+00:00
cs_live_b17stwxJitcJRK21UJo71t3urbI0oJeypSoDRTiiuTEGAyXJEV3pj1vhnp,card,2024-08-14 00:47:32.237000+00:00
cs_live_b17tJCpz6EukMEMHhwCckXIjsl2SBXPY0uy1KUZDnQwlgJSTQ9olRmRpyA,card,2024-08-14 00:47:41.928000+00:00
cs_live_b17tT3gmqnP4sRWwc8vDE5g0Ay8qkkNDsZ3I1OMz3obR4FVLerHmJuTtbD,card,2024-08-14 00:48:14.024000+00:00
cs_live_b17tezI7TNEewmOG3YVTYFA9UVOdmSSKhwqgIizh0VRrh0fcb6Zhb53x83,card,2024-08-14 00:49:25.784000+00:00
cs_live_b17tibNnCw9YuGul6acZa61cuPFCVBRNbW6hmJHhp7EplXdzRxKP9ebwmp,card,2024-08-14 00:40:51.274000+00:00
cs_live_b17tqjLyxg0DuT8v8m52nsuptfHb864EFWqZyR1kYb4BOfMOr3U4sCUiGp,card,2024-08-14 01:13:55.443000+00:00
cs_live_b17tu75tRzs2jXcmCImR5lNX5TQqbzVRvfm3GKpOrRhoXMo5d7GSXh2zbh,card,2024-08-14 01:04:30.846000+00:00
cs_live_b17tuHyjyGftUqhBbM4F6gX0KKodApjDBS1G9eOetMp93jaf3Hypt3MMO7,card,2024-08-14 00:49:19.569000+00:00
cs_live_b17u2A0G1KsDEWTZv37OLB0V1VVHTEOg197duqo1v7m1WrB7RTuThUhNbh,card,2024-08-14 01:04:08.158000+00:00
cs_live_b17uHJeAEA7Rt4tyffX96ksLJwY0rslkci059ZAPYaEsAmoX4sTdqOmMlh,card,2024-08-14 00:52:42.933000+00:00
cs_live_b17ubbQfa1cQXgEquWcWabO3ixbvvXa07vv14KO5ZXaRXlEPsC0rAyt05X,card,2024-08-14 01:04:44.537000+00:00
cs_live_b17umgU5Cr8eL6k8vlrVboHkKTVf8QVpMPNKPOFBpVchc3rRyrR3JAPxjr,card,2024-08-14 01:12:21.567000+00:00
cs_live_b17uz3WB5L7Tl7HsEfkBciqKs9NNgzfqXsQHAxZl1pzdwdfyENbQaYWHiS,card,2024-08-14 00:54:37.186000+00:00
cs_live_b17v7QzuVlWAX2Alng54cfDUIRhmgsE25c65RbwleKJ1ebTeuiOmzVoMEs,card,2024-08-14 00:46:05.879000+00:00
cs_live_b17vgasgcLJfeEVUR8VIoSwjDt4V3xyYwAG5A9Wm63yj9Bp23ieLFbQP7x,card,2024-08-14 01:15:12.810000+00:00
cs_live_b17viCPXaZvFDPEdt6Lhei9ePNTm3nvTpmysfln2txThrov5SgcvJIl7uL,card,2024-08-14 00:51:50.123000+00:00
cs_live_b17wGYxKTtBhvjeVyNLM3j0fwKMEUtxVrTcO3YIdyrqz43e1dzOHNHjKHG,card,2024-08-14 00:48:04.598000+00:00
cs_live_b17wJSPORH73a2AQMOcz2aa0AjNwiwyCsJYaCDCDWeUET90DupbzSpbrAS,card,2024-08-14 00:50:56.918000+00:00
cs_live_b17wLYMhvO1zWG91rBDcsiYHb0XIp9rPpF07UjeHfFydKm85WwYXcaSWl6,card,2024-08-14 00:51:07.131000+00:00
cs_live_b17wUoX4ZxOTzkeEKKxCLmXBvMTBoEsDECTA5zPqkil8r2uxjP10qM0npq,card,2024-08-14 01:11:47.407000+00:00
cs_live_b17wYPhDxC7YcwzwNZtQIynfCftdmeVRo1S4h0qhSh15lKcCJ63ZGhBuyI,card,2024-08-14 00:52:52.041000+00:00
cs_live_b17wrgwiTEYYItUObAgCbO5oUoIcznvtsnOGRPLE7mjyeXtL5MYiQFdBnG,card,2024-08-14 01:05:09.091000+00:00
cs_live_b17x2paqy3QB7ZudMswGabY4z74UPkJwgCQi817I4LuzD4MBM0WZ7bIE4W,card,2024-08-14 01:09:36.562000+00:00
cs_live_b17xYnU62WtKOEnYV2GgL8PEq84z8feEX4Nds4xHLHzpK3e0mPrQ2oPPOb,card,2024-08-14 00:57:31.391000+00:00
cs_live_b17xeCi8okbMjiorKfw3L5VZeAgSxxAGRF6bInIrddXfwdSiKOatO6dCVD,card,2024-08-14 01:14:51.383000+00:00
cs_live_b17y5bHiYpASFEcK1ZnEoptkqecJ5so75yoQWdCumirYS7LUtsqOXyxXHD,card,2024-08-14 01:18:45.920000+00:00
cs_live_b17yBj9TEwlGpDKFNF9MqTDjYISVH8rrTqthrTL6jicVoHiM2FvpuXtIvx,card,2024-08-14 00:59:41.450000+00:00
cs_live_b17yoXVFFRMa6c7Rua6ieeq1LZy6fu5uPqJcbnQh0qyvmT43wgT6fT97W3,card,2024-08-14 01:15:12.810000+00:00
cs_live_b17zFSjxMwjseTRwSyv3KzMxVgL3vhGhDKFgsAEjz6YwtAwUUFcrjnSdNi,affirm,2024-08-14 00:46:47.205000+00:00
cs_live_b17zKn9rLRhiXBauEdLorcPxdTVEOw4UJqmNaMjIZBUab0oD6IcwjBGyMN,card,2024-08-14 00:55:50.019000+00:00
cs_live_b17zRemqTmvNMHsWvPvnp9onBr050RFEeNSN2PmkuMoxnjHdOoZZJDcL1S,card,2024-08-14 01:12:14.830000+00:00
cs_live_b17zSySCTgZKK1FvHMO43vr520WqDD4mkUtq8aoXBT2Ui5uGZ23V6MKWfq,card,2024-08-14 00:46:47.209000+00:00
cs_live_b17zeckSkZSviQ0LoLTgpDClz2rzq71Acb3ZgZargjOez3sRm09xiyPGiZ,card,2024-08-14 00:56:57.936000+00:00
cs_live_b17zmqcw7Bz4tKubNH9d2zoMfWAFgjAETN5sPsmejYaYPUcsXjGWVnSYoP,card,2024-08-14 00:59:47.137000+00:00
cs_live_b17zn1gT1WonpFqZfkcL0LOUs8MSNFsjfybNxYV1ZLSkHsPhtMiZ0c4nR0,card,2024-08-14 00:55:25.316000+00:00
cs_live_b17zsRqMzfwTD7HBDXjUIrkYBdVe3f61Ibak6iXDtPFUzMuleWmrPFBicO,card,2024-08-14 00:57:53.333000+00:00
cs_live_b1805URAc2lMkH4jpoHCwS7Y0o5nlnQgDm5HuScK2LnU5XEV8c1ZGTgTn5,card,2024-08-14 01:03:12.354000+00:00
cs_live_b1808LrVI0ztAuSdag0nfM2EqteCShcJeLBOXB29RboT0lh2cHeHUlBEOS,card,2024-08-14 00:57:39.899000+00:00
cs_live_b180GO8mtrMrco4iMHZ8Rqy5eX6lFIfk6oBQgwLSg5dWKk51pVYSOJXksn,card,2024-08-14 01:19:06.285000+00:00
cs_live_b180uK52d79HYbPu3yioFMVpqHKLY2Se4SaxhP4mbHqUeJchntgtJaRcjG,card,2024-08-14 01:19:18.787000+00:00
cs_live_b181D29i1Ugp8vcoB2sFOyuzxgdHBj0b1yOnZdJGr2Wt0safSYUfOYhJ7S,affirm,2024-08-14 00:42:47.552000+00:00
cs_live_b181LAXA0k2cJnO5vuWFi3Hc7GvEW7ZT0dF9IzusqMv4p6M66GIZv4zaYv,card,2024-08-14 01:18:45.921000+00:00
cs_live_b181QkScThLahnv8XoRdCYy6lMq46HOFAP4eRb0Yb6xU4pBeC3L1MyPz5p,card,2024-08-14 00:57:03.996000+00:00
cs_live_b181qrcyRKlDoXizqYqWFREldhVVrybkzKBijc0XxmuvdqKuZNeu4PLV7h,card,2024-08-14 01:11:54.514000+00:00
cs_live_b1828yghl0IeSk3DVZHS1cCD8slEdLw75Bwv4tDXfDSAek7UvVcxeLF7SB,card,2024-08-14 01:14:44.150000+00:00
cs_live_b182rKQsewgvrTYxDtoUbh3OMNFwEFTsVoo8vauPNrHF78BXGJJ5T7yHMi,card,2024-08-14 00:52:45.557000+00:00
cs_live_b183lzZZhnqSVlapkkwjHL1qqvrzlWgW13wTsC8mtVVTZcnWDRykIrZbmR,card,2024-08-14 00:57:28.211000+00:00
cs_live_b183pdsfx9TYDnsUrXAEQwOy9hf62VhWB2MzzL3fNY27qNtolvGd8S1rY2,card,2024-08-14 01:19:36.765000+00:00
cs_live_b183rmmGqdayNfTg4lRBYgYu3hFJklAVEt0S9Fdt4dPezJMdIIb0tG7SJP,card,2024-08-14 00:49:50.602000+00:00
cs_live_b184KAHppvkoeyBYlciCh1YirQmIugGspsTz0D3xLvMg3JiXisGBk6SHdg,card,2024-08-14 00:59:04.081000+00:00
cs_live_b184VdCNYZvOCmn7xp7Lk5Jg3dwiNKkOWdD0L40vYFxlafdoBFmopAQUn5,card,2024-08-14 01:14:40.944000+00:00
cs_live_b185kWHGqPrXsZmikKxV5sLacilLZJJ8B5FhxqlVaJElcAHGQjlFZXvVx9,card,2024-08-14 01:04:37.482000+00:00
cs_live_b185mm2gdYHDzEpTwU5BsfXlyb03EctefpaXNBCVNRUNjNeHz1GjMWmo9f,card,2024-08-14 01:11:47.245000+00:00
cs_live_b185pGIUiXecbZAfnJhpPtKZcLxnAiWA5O5766pqrlAnmHxpKbHgcsSVLc,card,2024-08-14 00:43:25.375000+00:00
cs_live_b1865vLQX3z3qdA0jivXgWXHQ91XZftzYZzkERDzqNGWP1qZ4goah0CpiV,card,2024-08-14 01:18:52.860000+00:00
cs_live_b186Ss6K0rcoUS7CaXFTWUTy8u9se6foy6Q392bWC5VdznZAg8VwK308Sk,card,2024-08-14 01:15:16.317000+00:00
cs_live_b186d11doLqgGdkoMtAWZCnqC43Fgqa7A5eNjddM5c7mnUbQv5lWFFZZDb,card,2024-08-14 01:03:40.759000+00:00
cs_live_b186nkuS4TGbfJLSSja2WhsMZ6i47ersW9DvNY9HXneSNKkOEohNIn7V5Q,card,2024-08-14 01:01:13.055000+00:00
cs_live_b186wFIypi2yZuENrz8ejsnBjVE7VFUQgz443kK6v1ZbRxmOVhw9keNt2i,card,2024-08-14 01:07:38.246000+00:00
cs_live_b1877G7fGk5w0RtTaCUOZI9TBk7XXr8QK8Of1hIXKb7su51YgEE71RLI07,card,2024-08-14 01:10:59.506000+00:00
cs_live_b1878PcMrLbPg4X4oxj8GleJ85MDOBK91mH1Wc3JHAFuPV2mV1uS30o94u,card,2024-08-14 01:07:04.510000+00:00
cs_live_b1879ARL690EBMjCpInjWnYgl5XXYRHW5hQasL0DApf0nmDOx26DEHK4rf,card,2024-08-14 00:45:04.303000+00:00
cs_live_b187DkX3jVZvWiciUqzFbstUWZZTI19UqWTtF0BOx3zg7UzMrk8F2259pE,card,2024-08-14 00:42:41.693000+00:00
cs_live_b187EzbcoGplFuyrYB6TDqy20Hu3ARDQy9ZQlcYDWXUj7HuB24LKgTJLBg,card,2024-08-14 00:49:03.440000+00:00
cs_live_b187ZKVFziyaDMCgUgo4mOkwCp7fywdZQYlewNWwoB94ULaHmOKyS22ugr,card,2024-08-14 00:59:23.383000+00:00
cs_live_b187mM6Cwhp35zYPA4L3zQtwPrf7ZWs9Wn2afPUSsD6YtTq4KYkWohiFbU,affirm,2024-08-14 01:00:39.231000+00:00
cs_live_b187yl5xWf5ANfCiNP1kyCjJ6K8rEPlde2s6TkOnawWBByqeLSCF5ADzAG,card,2024-08-14 01:05:31.222000+00:00
cs_live_b18826pQkVULByH2fPZUshNUQXZyC5iPEJWsIiza9Nbvp3I7n7PDAH1A3f,affirm,2024-08-14 00:41:41.400000+00:00
cs_live_b1885Mhgbc9jwT8HmLn3vNbT1ItLtmoEhH4l5GPZGNGH6UPwiV1PSiTIdU,card,2024-08-14 01:18:46.110000+00:00
cs_live_b188H8AimiozdV536qHWEdSraQSg0Nm2orsUWqmAtQQY74LhOhelCIp9D7,card,2024-08-14 00:42:35.158000+00:00
cs_live_b188Jj9Qz1R2vjBrjI3Ms7Z9TjYRA7O8KFvmF6ZNaa4GsuEobkg3T3YUf1,affirm,2024-08-14 00:53:04.945000+00:00
cs_live_b188PsHtvOpROOWdON5ekzBfDw0CMlfSpISPffmfp0wq9h1QcxSvGbU1oe,card,2024-08-14 01:13:43.383000+00:00
cs_live_b188Rh5XVrWSOARdePIic9Lf81pv5NyNONZ5dfFZHYEE5DeLSyi7NL3HPH,card,2024-08-14 01:13:05.173000+00:00
cs_live_b188qNajCc50OozlAYGPTpC8eRyTA4LNtnUqNIrbX3Lj5x0RranX3nkL7J,card,2024-08-14 01:14:18.973000+00:00
cs_live_b188upewRisVlYygYJvxHb5phbdFiMNfQklaoGB8GfajjfSy3zOVLkcMHf,affirm,2024-08-14 00:54:03.784000+00:00
cs_live_b1898WSnb7jaV9uLp5w4pIJiWB84WWaF7dnzlDpb4Zjkrda01POyReDFTr,card,2024-08-14 00:59:32.857000+00:00
cs_live_b18A27p5dKgovb1cbc6pMvX3IRGG3WP5F5fCw5u7Hms07zQilYNlhzJPKB,card,2024-08-14 01:12:08.393000+00:00
cs_live_b18A35ujupNQHreNWDzOqTCIJNrIrotKeVl2IJjo9mkJwweBEpTioCgzSD,card,2024-08-14 00:41:26.249000+00:00
cs_live_b18A3R99ThCB1cGhTvLvyFfB6KQvhPWTihmeRkarPEdjAHia87RrsWK4UP,card,2024-08-14 00:41:09.655000+00:00
cs_live_b18Ao4giBStZ5bbrYHfAU5InGZSA25fUhnwJhKEHaDwDNijOWIuf9POT7F,card,2024-08-14 00:49:54.084000+00:00
cs_live_b18Apuk3K2lFfxO4MTc0u46jPdNp2f2bPk0sV9rJnJt8fdKoGAMzxnffUd,card,2024-08-14 01:12:44.816000+00:00
cs_live_b18AzEfLoLiT2zo9yIDGw3Q7JadVOD7FhgQCL8aXnvZhyhb5yHMoXnBV6T,card,2024-08-14 01:10:41.871000+00:00
cs_live_b18BTI6T8Jtzt1Sa2lqBXN8d12sENKsCksrjXUDmpDkLaIj3H4p0f3iLXi,card,2024-08-14 01:10:11.651000+00:00
cs_live_b18BhFuuTJZO8hI1pSqKA1XkTX6Oxy8tqZKqHObZXa6j0Hqk54bExHAOfX,card,2024-08-14 01:00:58.106000+00:00
cs_live_b18BlYHbPuWj9YPfCV9IZXeYDGm3cFdSITQLZCwnQVKasF4HEarr4iYytp,card,2024-08-14 00:47:20.140000+00:00
cs_live_b18BsHhoDpT85qBtqStHY3HQpFOgAPCpZAZOTEHD7QlPnVpWcmMug4rkN0,card,2024-08-14 00:55:58.960000+00:00
cs_live_b18BxYJDe9ZIa2EFZZ0aKyG7tSPs4oN7qKJcEJOfMkMZn8zrkM10tdFBxb,card,2024-08-14 00:44:33.386000+00:00
cs_live_b18C85j4TY9vhv7iz3Ywd4AMmca28DwPKYTwcJqWIZiYJL8eWOQaqXAtd1,card,2024-08-14 00:54:03.782000+00:00
cs_live_b18CJaJZDdFmRj6eRGgobKNL4Mh4bXFerQR8rUu8Dx1v4BudIfwkGvkRuI,card,2024-08-14 00:56:17.573000+00:00
cs_live_b18CM56hVbFL3xlyEGgWS2CMOtdRC1rcwVhcE9R5cdxADcqPh8rgowt0RH,card,2024-08-14 00:50:37.255000+00:00
cs_live_b18CkdI2QBlN3oBrDEyReK84AnaFTyr2gat8ae7slXoZ8k8Y6IAAyzdJF7,card,2024-08-14 01:17:30.181000+00:00
cs_live_b18CsKH49WGC8lhVov7uKfoJjw0CjWTSvrYmC724tsmXSBk5Ch5zuMT0kH,card,2024-08-14 01:07:45.472000+00:00
cs_live_b18D6xbqN7ebc4NQAKkR68Gx6Gfidzl0JlT0nzRr0BcJy23zcty8Zin4Wr,card,2024-08-14 01:10:38.255000+00:00
cs_live_b18DFO9zOlAZwgFfp5pWtbyk4KTmeh6hB9CIUtqQwdf78NJoggaPpOj9N0,card,2024-08-14 01:08:37.062000+00:00
cs_live_b18DICCfRnnJzUlqHt2y9gGyzFZzVbKaPo8E0akyf9ftueVZcxRTwn2iEa,card,2024-08-14 01:18:32.968000+00:00
cs_live_b18DWcCS8VCMzz6onzICqQFuysY9fVazxQV1EOQEGpUZBLQAQ7MjA9ucUA,affirm,2024-08-14 00:46:44.239000+00:00
cs_live_b18Dhh4y76idAUDEJHmZ6hnZ3OEkiCNadIx9uZnEQ0KAMj7R1IfDexWWEL,card,2024-08-14 01:12:48.032000+00:00
cs_live_b18E7TYRyJHFSoUtNHtQlv9KS1hbHDkEn7ZETPZdCT1wqMWbKwAvWbVZEN,card,2024-08-14 00:46:27+00:00
cs_live_b18ENkUZ9tWBJjePK7OqzY5jseTZcmZk13CbrcXgXEZGPRz7H97pmnXMQd,card,2024-08-14 00:53:47.977000+00:00
cs_live_b18EhTNxFEFwxtfUhuzapFuj7BCRaXiH8o2t0W0BMa4vQWGW3A9NDeKepx,card,2024-08-14 01:11:36.821000+00:00
cs_live_b18Eo2WPvOme6BtuItGVSo0SJ22rQU3P2JoDn0Bzq6iaXJHwlhcNHzvodW,card,2024-08-14 01:04:24.098000+00:00
cs_live_b18F8PZtVOcpDmAzGWuUwaOMcRSGjv3hwSEBlm4EuLdAmaKjPspAjtyC8Z,card,2024-08-14 01:05:59.111000+00:00
cs_live_b18FKgbTfuuqwnjEsOzreooR7vA3INsGXvaI4cGPquSyiA48IZtCoRiiFB,card,2024-08-14 00:49:22.730000+00:00
cs_live_b18FX521jUAfH3tXder7INkHTYMYdCmXrGdUYZMhLoY7MGaFnQdDbKC4TD,card,2024-08-14 01:13:55.444000+00:00
cs_live_b18FdonkqO2tpT27kpcREwsAzhfxKNZftkZUQ0eI8oJQ708FSX0m4vb5iY,card,2024-08-14 00:42:06.881000+00:00
cs_live_b18Fp5wZlGmYvFmcBjd1vFr0zU5Ttx4tJPPQvftg69qx8ZV42J33r5gjgf,card,2024-08-14 00:45:41.658000+00:00
cs_live_b18G5lbcCNp5xT7wH4bDI6wtKVtLmk30dmAsEq1jTa8wvMnBDF37WNVtq2,card,2024-08-14 01:04:55.099000+00:00
cs_live_b18GUx81Llu5Rcj1Z5v4OiO4lTIudYUNmE4U5KZCaAfhH1401Gon6r96Y5,card,2024-08-14 00:57:31.394000+00:00
cs_live_b18GfhBIaTjA8YngaIu40OtIxzLRFD720Mf5fh1F4mI9f162UuTmRFEcrE,affirm,2024-08-14 00:54:46.358000+00:00
cs_live_b18GisQ4pwsqKZTGVFGvDhCsWMbuORzLJinwV67OiGvljbAAAZol73XTaD,card,2024-08-14 01:19:18.810000+00:00
cs_live_b18H1Q7CVfOiL9r3SEfPozxeHhqz5W0GlaUpwyLtiy35pqaUbUS3S7p0uw,card,2024-08-14 00:55:34.871000+00:00
cs_live_b18H39zQsZGFehm3xMbX7sMrAARYosH5BmeqtmSPf5Sg2iOJpA3X4YSQQY,card,2024-08-14 00:48:33.603000+00:00
cs_live_b18H8gRqjM9Tx622vg7rQTsB6hyreJ86aQRIqMjhZE7PvJX67FZqedBzit,card,2024-08-14 00:51:56.325000+00:00
cs_live_b18HDT2aem5aFvVLPFpsnVJzbjzMx3GCsLHYmEUFx4hcW51pSRJC74TlfK,card,2024-08-14 00:41:00.651000+00:00
cs_live_b18I2bGeDtv7SxwWVsGgvIM7OwLCNmB9ttK0bYaPcghnjVke0MDFmY7FgS,card,2024-08-14 01:19:18.803000+00:00
cs_live_b18IomJWdirXKhV9I4qcpU8UMvFCdjuf7idKGEjhGcl3HSJEfH1zE9w4p2,card,2024-08-14 01:13:25.772000+00:00
cs_live_b18J0Qdbg5iM2yXGKGQXgGsgwEo5vQQmEGGF9KzQVZweLEJlklROVuR68C,card,2024-08-14 00:47:51.182000+00:00
cs_live_b18J0TdLk7gXcHd3B9TLSyG8z4FAsuP0Fm5xqBYFygHpeZeKybNHSdRDUT,card,2024-08-14 00:50:21.585000+00:00
cs_live_b18J1vablZnPavNAjNYvmq3YqHMzYhTcXUJeR71dyqhasUOQHpliVsNGbV,card,2024-08-14 00:56:35.166000+00:00
cs_live_b18J5ox9KhPoTZU3BJNM52BDlRFWQUxdsyzPG4FsaoLl4utQ7CIrqZOQTT,card,2024-08-14 00:50:02.931000+00:00
cs_live_b18JOjb7fvolSY8dNAtr6Al3qta19t0VK4lodxI5f31JWKMRuRlwy9eVKC,card,2024-08-14 00:44:46.034000+00:00
cs_live_b18JSkPXx6w5zr7aUIFMLHJLJ0OAnrhHJ9fWMHlMz40gNMHplDT7uASMUP,card,2024-08-14 01:17:56.480000+00:00
cs_live_b18JXSG5GS53MKBn6kzmVKvvMxikqkDfuXvqOUmYX0FfhuOSipSpqcag03,card,2024-08-14 01:18:56.203000+00:00
cs_live_b18JmIH2rANeqm1IwOMDJEn9rx4Eg6hlWuZAvTnnVNtWZG6nVf02T5sP94,card,2024-08-14 00:48:50.418000+00:00
cs_live_b18JxsQttaa6sDu1K7BIYpUcR8cX0FijzO2hzViZCyQkqVEH1fwSLZteOA,card,2024-08-14 00:47:35.393000+00:00
cs_live_b18KE5G7x2mtH587xLMMsx12njO1JmtGmoYRTzuqHwzbFNjgNLH8GKvCbU,card,2024-08-14 01:09:19.164000+00:00
cs_live_b18KRWXykROzZ0YE48KgPg5CucpUZc9sMjJHuZ2qfzwUbMLszFTijOFDSW,card,2024-08-14 01:13:43.378000+00:00
cs_live_b18KgY6h2f3umXnEQTO280WrFr3V6yPejPdFUDvLYoOjndqDREEz5yZInH,card,2024-08-14 00:54:43.485000+00:00
cs_live_b18KzgTdAj1LMuLT5nKDUTBbCAPBNlfoLt1BwV4rpuyObe5Cl01xv9XVg2,card,2024-08-14 01:11:30.473000+00:00
cs_live_b18L98jjEm4vvzpD4ojTwiBodjp7hWx2khrkRpLcFfobHD8JEEwH8dElYp,card,2024-08-14 00:42:41.693000+00:00
cs_live_b18LvxwLVqbFhCxVTO6AIAFLtHWsOdEpaMy3yBmQNmLN7rKMKxDwX8PDxU,card,2024-08-14 01:02:33.115000+00:00
